player,team,mp,PTS,REB,AST,STL,BLK,TO,FGA,FTA,FG_PCT,game_date,team_score,opponent_score,TS%,TOV%
Wesley Matthews,Hawks,14.166666666666666,3.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.143,2024-03-13,102.0,106.0,0.2142857142857142,0.0
Clint Capela,Hawks,27.23333333333333,13.0,14.0,1.0,2.0,0.0,2.0,9.0,5.0,0.667,2024-03-13,102.0,106.0,0.5803571428571429,0.1515151515151515
Bogdan Bogdanović,Hawks,33.516666666666666,8.0,7.0,8.0,3.0,1.0,2.0,15.0,0.0,0.2,2024-03-13,102.0,106.0,0.2666666666666666,0.1176470588235294
Dejounte Murray,Hawks,43.23333333333333,40.0,4.0,3.0,2.0,1.0,5.0,29.0,5.0,0.517,2024-03-13,102.0,106.0,0.6410256410256411,0.1381215469613259
Trent Forrest,Hawks,11.35,6.0,0.0,4.0,0.0,0.0,1.0,4.0,2.0,0.5,2024-03-13,102.0,106.0,0.6147540983606558,0.1700680272108843
Garrison Mathews,Hawks,20.75,8.0,2.0,0.0,1.0,0.0,0.0,3.0,2.0,0.667,2024-03-13,102.0,106.0,1.0309278350515465,0.0
De'Andre Hunter,Hawks,32.666666666666664,11.0,1.0,1.0,1.0,1.0,1.0,12.0,2.0,0.333,2024-03-13,102.0,106.0,0.4270186335403726,0.0720461095100864
Bruno Fernando,Hawks,20.966666666666665,6.0,7.0,0.0,1.0,1.0,2.0,5.0,0.0,0.6,2024-03-13,102.0,106.0,0.6,0.2857142857142857
Dylan Windler,Hawks,4.85,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-13,102.0,106.0,,
Jalen Johnson,Hawks,,,,,,,,,,,2024-03-13,102.0,106.0,,
Onyeka Okongwu,Hawks,,,,,,,,,,,2024-03-13,102.0,106.0,,
Kris Murray,Blazers,34.916666666666664,9.0,6.0,2.0,1.0,1.0,6.0,8.0,3.0,0.375,2024-03-13,106.0,102.0,0.482832618025751,0.391644908616188
Toumani Camara,Blazers,30.35,3.0,6.0,3.0,0.0,1.0,1.0,3.0,2.0,0.333,2024-03-13,106.0,102.0,0.3865979381443299,0.2049180327868852
Deandre Ayton,Blazers,40.5,33.0,19.0,1.0,1.0,1.0,3.0,20.0,4.0,0.75,2024-03-13,106.0,102.0,0.7582720588235293,0.1211631663974151
Dalano Banton,Blazers,19.416666666666668,12.0,5.0,2.0,0.0,0.0,1.0,8.0,2.0,0.5,2024-03-13,106.0,102.0,0.6756756756756757,0.1012145748987854
Anfernee Simons,Blazers,42.95,36.0,7.0,8.0,1.0,0.0,1.0,23.0,11.0,0.435,2024-03-13,106.0,102.0,0.646551724137931,0.0346740638002773
Matisse Thybulle,Blazers,32.06666666666667,8.0,5.0,4.0,2.0,2.0,1.0,6.0,0.0,0.5,2024-03-13,106.0,102.0,0.6666666666666666,0.1428571428571428
Justin Minaya,Blazers,14.816666666666666,2.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.333,2024-03-13,106.0,102.0,0.3333333333333333,0.25
Scoot Henderson,Blazers,17.483333333333334,2.0,1.0,3.0,1.0,0.0,3.0,8.0,0.0,0.125,2024-03-13,106.0,102.0,0.125,0.2727272727272727
Duop Reath,Blazers,7.5,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,2024-03-13,106.0,102.0,0.1288659793814433,0.2049180327868852
Moses Brown,Blazers,,,,,,,,,,,2024-03-13,106.0,102.0,,
Rayan Rupert,Blazers,,,,,,,,,,,2024-03-13,106.0,102.0,,
Shaedon Sharpe,Blazers,,,,,,,,,,,2024-03-13,106.0,102.0,,
Rui Hachimura,Lakers,35.88333333333333,20.0,3.0,1.0,0.0,0.0,2.0,11.0,0.0,0.818,2024-03-13,107.0,120.0,0.9090909090909092,0.1538461538461538
LeBron James,Lakers,40.11666666666667,18.0,13.0,9.0,2.0,0.0,5.0,16.0,6.0,0.375,2024-03-13,107.0,120.0,0.482832618025751,0.2115059221658206
Anthony Davis,Lakers,41.13333333333333,22.0,10.0,3.0,1.0,1.0,2.0,18.0,8.0,0.389,2024-03-13,107.0,120.0,0.5111524163568774,0.0850340136054421
Austin Reaves,Lakers,37.46666666666667,28.0,6.0,4.0,1.0,0.0,1.0,17.0,2.0,0.588,2024-03-13,107.0,120.0,0.7829977628635347,0.0529661016949152
D'Angelo Russell,Lakers,33.166666666666664,6.0,2.0,6.0,1.0,1.0,2.0,9.0,2.0,0.222,2024-03-13,107.0,120.0,0.3036437246963562,0.1683501683501683
Spencer Dinwiddie,Lakers,19.716666666666665,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2024-03-13,107.0,120.0,0.0,0.0
Max Christie,Lakers,9.516666666666667,2.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.5,2024-03-13,107.0,120.0,0.5,0.3333333333333333
Taurean Prince,Lakers,13.283333333333331,7.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,2024-03-13,107.0,120.0,1.215277777777778,0.0
Jaxson Hayes,Lakers,6.866666666666667,4.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2024-03-13,107.0,120.0,1.0638297872340423,0.3472222222222222
Harry Giles III,Lakers,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-13,107.0,120.0,,
Skylar Mays,Lakers,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-13,107.0,120.0,,
Maxwell Lewis,Lakers,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-13,107.0,120.0,,
Harrison Barnes,Kings,38.36666666666667,23.0,2.0,2.0,0.0,0.0,0.0,15.0,0.0,0.533,2024-03-13,120.0,107.0,0.7666666666666667,0.0
Keegan Murray,Kings,38.9,19.0,11.0,3.0,2.0,0.0,3.0,13.0,0.0,0.538,2024-03-13,120.0,107.0,0.7307692307692307,0.1875
Domantas Sabonis,Kings,37.93333333333333,17.0,19.0,10.0,2.0,1.0,2.0,10.0,6.0,0.6,2024-03-13,120.0,107.0,0.6724683544303797,0.1366120218579234
Keon Ellis,Kings,28.183333333333334,14.0,2.0,0.0,3.0,1.0,1.0,8.0,2.0,0.625,2024-03-13,120.0,107.0,0.7882882882882882,0.1012145748987854
De'Aaron Fox,Kings,35.21666666666667,21.0,4.0,7.0,1.0,0.0,2.0,20.0,2.0,0.45,2024-03-13,120.0,107.0,0.5028735632183908,0.0874125874125874
Malik Monk,Kings,26.28333333333333,8.0,3.0,6.0,0.0,0.0,2.0,10.0,2.0,0.3,2024-03-13,120.0,107.0,0.3676470588235294,0.15527950310559
Davion Mitchell,Kings,16.016666666666666,6.0,2.0,2.0,0.0,0.0,1.0,6.0,0.0,0.5,2024-03-13,120.0,107.0,0.5,0.1428571428571428
Alex Len,Kings,9.116666666666667,4.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,2024-03-13,120.0,107.0,1.0,0.3333333333333333
Chris Duarte,Kings,8.083333333333334,6.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.667,2024-03-13,120.0,107.0,1.0,0.0
Kessler Edwards,Kings,0.95,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2024-03-13,120.0,107.0,1.0,0.0
Colby Jones,Kings,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-13,120.0,107.0,,
Jordan Ford,Kings,,,,,,,,,,,2024-03-13,120.0,107.0,,
Mason Jones,Kings,,,,,,,,,,,2024-03-13,120.0,107.0,,
JaVale McGee,Kings,,,,,,,,,,,2024-03-13,120.0,107.0,,
Jalen Slawson,Kings,,,,,,,,,,,2024-03-13,120.0,107.0,,
Grayson Allen,Suns,35.88333333333333,20.0,3.0,0.0,1.0,0.0,2.0,9.0,0.0,0.889,2024-03-14,112.0,127.0,1.1111111111111112,0.1818181818181818
Kevin Durant,Suns,34.15,20.0,3.0,1.0,0.0,1.0,3.0,19.0,2.0,0.474,2024-03-14,112.0,127.0,0.5030181086519115,0.1311188811188811
Jusuf Nurkić,Suns,30.78333333333333,8.0,20.0,6.0,1.0,1.0,2.0,9.0,2.0,0.444,2024-03-14,112.0,127.0,0.4048582995951417,0.1683501683501683
Bradley Beal,Suns,35.56666666666667,22.0,3.0,7.0,1.0,1.0,3.0,17.0,2.0,0.529,2024-03-14,112.0,127.0,0.6152125279642059,0.1436781609195402
Devin Booker,Suns,37.81666666666667,23.0,2.0,7.0,0.0,0.0,0.0,20.0,4.0,0.45,2024-03-14,112.0,127.0,0.5284926470588235,0.0
Royce O'Neale,Suns,27.03333333333333,0.0,5.0,4.0,0.0,0.0,1.0,7.0,0.0,0.0,2024-03-14,112.0,127.0,0.0,0.125
Drew Eubanks,Suns,4.216666666666667,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2024-03-14,112.0,127.0,0.0,0.0
Ish Wainright,Suns,10.566666666666666,3.0,5.0,1.0,1.0,0.0,1.0,6.0,0.0,0.167,2024-03-14,112.0,127.0,0.25,0.1428571428571428
Bol Bol,Suns,15.083333333333334,10.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.8,2024-03-14,112.0,127.0,1.0,0.0
David Roddy,Suns,2.966666666666667,4.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.667,2024-03-14,112.0,127.0,0.6666666666666666,0.25
Thaddeus Young,Suns,2.966666666666667,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2024-03-14,112.0,127.0,1.0,0.0
Nassir Little,Suns,2.966666666666667,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-03-14,112.0,127.0,0.0,0.0
Jaylen Brown,Celtics,33.43333333333333,37.0,5.0,3.0,2.0,0.0,1.0,23.0,6.0,0.609,2024-03-14,127.0,112.0,0.7215288611544461,0.0375375375375375
Jayson Tatum,Celtics,33.083333333333336,26.0,5.0,5.0,0.0,0.0,3.0,18.0,3.0,0.556,2024-03-14,127.0,112.0,0.6728778467908902,0.1344086021505376
Al Horford,Celtics,32.8,24.0,3.0,3.0,3.0,1.0,1.0,14.0,2.0,0.571,2024-03-14,127.0,112.0,0.8064516129032258,0.0629722921914357
Derrick White,Celtics,33.43333333333333,13.0,8.0,5.0,2.0,1.0,0.0,13.0,0.0,0.385,2024-03-14,127.0,112.0,0.5,0.0
Jrue Holiday,Celtics,33.083333333333336,9.0,0.0,10.0,2.0,2.0,0.0,5.0,0.0,0.6,2024-03-14,127.0,112.0,0.9,0.0
Sam Hauser,Celtics,22.6,8.0,4.0,2.0,1.0,0.0,0.0,7.0,0.0,0.429,2024-03-14,127.0,112.0,0.5714285714285714,0.0
Luke Kornet,Celtics,11.566666666666666,2.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.5,2024-03-14,127.0,112.0,0.5,0.0
Payton Pritchard,Celtics,19.116666666666667,3.0,3.0,1.0,1.0,0.0,3.0,3.0,0.0,0.333,2024-03-14,127.0,112.0,0.5,0.5
Xavier Tillman,Celtics,17.916666666666668,5.0,4.0,1.0,0.0,1.0,0.0,4.0,0.0,0.5,2024-03-14,127.0,112.0,0.625,0.0
Oshae Brissett,Celtics,2.966666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-14,127.0,112.0,,
Svi Mykhailiuk,Celtics,,,,,,,,,,,2024-03-14,127.0,112.0,,
Neemias Queta,Celtics,,,,,,,,,,,2024-03-14,127.0,112.0,,
Jaden Springer,Celtics,,,,,,,,,,,2024-03-14,127.0,112.0,,
Paul George,Clippers,35.36666666666667,28.0,5.0,7.0,1.0,1.0,1.0,12.0,0.0,0.917,2024-03-14,126.0,111.0,1.1666666666666667,0.0769230769230769
Kawhi Leonard,Clippers,33.88333333333333,27.0,5.0,3.0,1.0,1.0,3.0,17.0,2.0,0.706,2024-03-14,126.0,111.0,0.7550335570469799,0.1436781609195402
Ivica Zubac,Clippers,31.5,6.0,8.0,2.0,0.0,0.0,2.0,3.0,2.0,0.667,2024-03-14,126.0,111.0,0.7731958762886598,0.3401360544217687
Terance Mann,Clippers,30.53333333333333,12.0,4.0,2.0,1.0,0.0,0.0,13.0,2.0,0.308,2024-03-14,126.0,111.0,0.4322766570605187,0.0
Bones Hyland,Clippers,31.616666666666667,17.0,5.0,11.0,4.0,0.0,1.0,9.0,2.0,0.667,2024-03-14,126.0,111.0,0.8603238866396761,0.0919117647058823
Norman Powell,Clippers,27.95,18.0,2.0,2.0,1.0,0.0,2.0,10.0,4.0,0.6,2024-03-14,126.0,111.0,0.7653061224489796,0.1453488372093023
Daniel Theis,Clippers,14.05,4.0,2.0,3.0,0.0,0.0,0.0,4.0,0.0,0.5,2024-03-14,126.0,111.0,0.5,0.0
Amir Coffey,Clippers,22.0,9.0,3.0,1.0,1.0,0.0,0.0,8.0,0.0,0.375,2024-03-14,126.0,111.0,0.5625,0.0
Brandon Boston,Clippers,8.2,5.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.667,2024-03-14,126.0,111.0,0.6443298969072165,0.0
Mason Plumlee,Clippers,2.45,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-03-14,126.0,111.0,0.0,0.0
Xavier Moon,Clippers,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-14,126.0,111.0,,
Joshua Primo,Clippers,,,,,,,,,,,2024-03-14,126.0,111.0,,
P.J. Tucker,Clippers,,,,,,,,,,,2024-03-14,126.0,111.0,,
DeMar DeRozan,Bulls,35.7,21.0,5.0,4.0,0.0,0.0,5.0,16.0,8.0,0.375,2024-03-14,111.0,126.0,0.5379098360655737,0.2039151712887439
Torrey Craig,Bulls,27.016666666666666,12.0,6.0,1.0,0.0,0.0,0.0,8.0,2.0,0.5,2024-03-14,111.0,126.0,0.6756756756756757,0.0
Nikola Vučević,Bulls,35.36666666666667,19.0,6.0,5.0,0.0,0.0,1.0,14.0,1.0,0.571,2024-03-14,111.0,126.0,0.6578947368421053,0.0647668393782383
Alex Caruso,Bulls,35.8,17.0,3.0,6.0,3.0,0.0,3.0,13.0,2.0,0.385,2024-03-14,111.0,126.0,0.6123919308357348,0.1777251184834123
Ayo Dosunmu,Bulls,34.85,7.0,4.0,4.0,0.0,0.0,3.0,11.0,2.0,0.182,2024-03-14,111.0,126.0,0.2946127946127946,0.2016129032258064
Onuralp Bitim,Bulls,16.916666666666668,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.5,2024-03-14,111.0,126.0,0.5,0.0
Dalen Terry,Bulls,13.416666666666666,4.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.5,2024-03-14,111.0,126.0,0.5,0.0
Andre Drummond,Bulls,16.3,15.0,7.0,1.0,0.0,1.0,0.0,8.0,1.0,0.875,2024-03-14,111.0,126.0,0.8886255924170616,0.0
Jevon Carter,Bulls,17.45,12.0,3.0,2.0,1.0,1.0,1.0,7.0,0.0,0.714,2024-03-14,111.0,126.0,0.8571428571428571,0.125
Terry Taylor,Bulls,2.8833333333333333,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-03-14,111.0,126.0,0.0,0.0
Henri Drell,Bulls,2.8833333333333333,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.5,2024-03-14,111.0,126.0,0.5,0.0
Andrew Funk,Bulls,1.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-14,111.0,126.0,,
Bilal Coulibaly,Wizards,33.916666666666664,10.0,3.0,4.0,2.0,0.0,0.0,9.0,4.0,0.333,2024-03-14,119.0,135.0,0.4646840148698885,0.0
Deni Avdija,Wizards,36.03333333333333,24.0,9.0,5.0,3.0,0.0,2.0,13.0,5.0,0.769,2024-03-14,119.0,135.0,0.7894736842105263,0.1162790697674418
Kyle Kuzma,Wizards,30.83333333333333,23.0,3.0,3.0,2.0,0.0,5.0,10.0,7.0,0.8,2024-03-14,119.0,135.0,0.8792048929663608,0.2765486725663717
Corey Kispert,Wizards,26.916666666666668,11.0,2.0,2.0,1.0,0.0,0.0,9.0,2.0,0.444,2024-03-14,119.0,135.0,0.5566801619433198,0.0
Tyus Jones,Wizards,30.95,13.0,1.0,8.0,0.0,0.0,2.0,11.0,0.0,0.455,2024-03-14,119.0,135.0,0.5909090909090909,0.1538461538461538
Jordan Poole,Wizards,31.53333333333333,25.0,1.0,2.0,2.0,0.0,2.0,19.0,0.0,0.526,2024-03-14,119.0,135.0,0.6578947368421053,0.0952380952380952
Eugene Omoruyi,Wizards,6.75,4.0,2.0,0.0,0.0,0.0,1.0,5.0,0.0,0.4,2024-03-14,119.0,135.0,0.4,0.1666666666666666
Jared Butler,Wizards,13.75,0.0,4.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,2024-03-14,119.0,135.0,0.0,0.0
Anthony Gill,Wizards,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-14,119.0,135.0,,
Johnny Davis,Wizards,7.55,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.5,2024-03-14,119.0,135.0,0.5,0.0
Patrick Baldwin Jr.,Wizards,11.766666666666667,0.0,7.0,1.0,1.0,0.0,1.0,5.0,0.0,0.0,2024-03-14,119.0,135.0,0.0,0.1666666666666666
Jules Bernard,Wizards,3.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.75,2024-03-14,119.0,135.0,0.7882882882882882,0.0
Justin Champagnie,Wizards,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2024-03-14,119.0,135.0,0.0,0.0
Dillon Brooks,Rockets,31.03333333333333,13.0,6.0,4.0,0.0,0.0,2.0,8.0,2.0,0.625,2024-03-14,135.0,119.0,0.7319819819819819,0.1838235294117647
Amen Thompson,Rockets,27.616666666666667,20.0,11.0,4.0,3.0,0.0,1.0,12.0,2.0,0.75,2024-03-14,135.0,119.0,0.7763975155279502,0.0720461095100864
Jabari Smith Jr.,Rockets,25.83333333333333,16.0,5.0,1.0,0.0,0.0,1.0,10.0,2.0,0.6,2024-03-14,135.0,119.0,0.7352941176470588,0.0841750841750841
Jalen Green,Rockets,36.81666666666667,37.0,8.0,2.0,0.0,0.0,2.0,23.0,2.0,0.652,2024-03-14,135.0,119.0,0.7747068676716918,0.0772797527047913
Fred VanVleet,Rockets,37.23333333333333,27.0,3.0,9.0,2.0,0.0,5.0,14.0,7.0,0.643,2024-03-14,135.0,119.0,0.7903981264637003,0.2264492753623188
Jock Landale,Rockets,26.73333333333333,13.0,5.0,1.0,0.0,0.0,2.0,5.0,6.0,0.8,2024-03-14,135.0,119.0,0.8507853403141361,0.2074688796680497
Jeff Green,Rockets,12.883333333333333,2.0,0.0,1.0,0.0,0.0,2.0,7.0,0.0,0.143,2024-03-14,135.0,119.0,0.1428571428571428,0.2222222222222222
Aaron Holiday,Rockets,10.916666666666666,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2024-03-14,135.0,119.0,0.0,0.25
Reggie Bullock Jr.,Rockets,14.116666666666667,3.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2024-03-14,135.0,119.0,1.5,0.0
Jae'Sean Tate,Rockets,14.65,2.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,0.25,2024-03-14,135.0,119.0,0.2252252252252252,0.1838235294117647
Nate Williams,Rockets,2.183333333333333,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2024-03-14,135.0,119.0,1.1363636363636365,0.0
Boban Marjanović,Rockets,,,,,,,,,,,2024-03-14,135.0,119.0,,
Tobias Harris,76ers,27.716666666666665,15.0,4.0,3.0,1.0,1.0,0.0,11.0,4.0,0.455,2024-03-14,105.0,114.0,0.5877742946708464,0.0
Kelly Oubre Jr.,76ers,33.46666666666667,9.0,4.0,0.0,0.0,0.0,0.0,13.0,2.0,0.308,2024-03-14,105.0,114.0,0.324207492795389,0.0
Mo Bamba,76ers,23.116666666666667,5.0,5.0,3.0,1.0,0.0,1.0,3.0,0.0,0.667,2024-03-14,105.0,114.0,0.8333333333333334,0.25
Kyle Lowry,76ers,26.98333333333333,12.0,2.0,0.0,0.0,0.0,2.0,7.0,3.0,0.571,2024-03-14,105.0,114.0,0.7211538461538461,0.193798449612403
Tyrese Maxey,76ers,37.016666666666666,30.0,4.0,4.0,0.0,0.0,2.0,23.0,3.0,0.522,2024-03-14,105.0,114.0,0.6167763157894737,0.0759878419452887
Paul Reed,76ers,24.266666666666666,3.0,7.0,2.0,2.0,2.0,2.0,4.0,0.0,0.25,2024-03-14,105.0,114.0,0.375,0.3333333333333333
Nicolas Batum,76ers,20.516666666666666,5.0,2.0,3.0,0.0,0.0,0.0,5.0,0.0,0.4,2024-03-14,105.0,114.0,0.5,0.0
Buddy Hield,76ers,20.766666666666666,9.0,0.0,2.0,0.0,1.0,1.0,6.0,0.0,0.5,2024-03-14,105.0,114.0,0.75,0.1428571428571428
KJ Martin,76ers,14.4,4.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,2024-03-14,105.0,114.0,1.0638297872340423,0.0
Cameron Payne,76ers,11.75,13.0,1.0,2.0,0.0,0.0,3.0,6.0,0.0,0.833,2024-03-14,105.0,114.0,1.0833333333333333,0.3333333333333333
Ricky Council IV,76ers,,,,,,,,,,,2024-03-14,105.0,114.0,,
Jeff Dowtin Jr.,76ers,,,,,,,,,,,2024-03-14,105.0,114.0,,
Jae Crowder,Bucks,18.566666666666663,9.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.375,2024-03-14,114.0,105.0,0.5625,0.0
Giannis Antetokounmpo,Bucks,36.93333333333333,32.0,11.0,7.0,1.0,0.0,7.0,12.0,18.0,0.75,2024-03-14,114.0,105.0,0.8032128514056224,0.2600297176820207
Brook Lopez,Bucks,36.78333333333333,19.0,7.0,5.0,1.0,2.0,2.0,12.0,0.0,0.583,2024-03-14,114.0,105.0,0.7916666666666666,0.1428571428571428
Patrick Beverley,Bucks,25.633333333333333,6.0,2.0,2.0,1.0,1.0,1.0,5.0,0.0,0.4,2024-03-14,114.0,105.0,0.6,0.1666666666666666
Damian Lillard,Bucks,38.16666666666666,17.0,3.0,9.0,1.0,1.0,0.0,16.0,1.0,0.438,2024-03-14,114.0,105.0,0.5170316301703163,0.0
Bobby Portis,Bucks,21.6,8.0,3.0,1.0,1.0,0.0,4.0,6.0,0.0,0.667,2024-03-14,114.0,105.0,0.6666666666666666,0.4
Pat Connaughton,Bucks,29.25,9.0,3.0,4.0,0.0,0.0,0.0,5.0,2.0,0.6,2024-03-14,114.0,105.0,0.7653061224489796,0.0
AJ Green,Bucks,28.116666666666667,14.0,5.0,0.0,1.0,0.0,0.0,8.0,3.0,0.5,2024-03-14,114.0,105.0,0.7510729613733905,0.0
Danilo Gallinari,Bucks,4.95,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-14,114.0,105.0,,
Thanasis Antetokounmpo,Bucks,,,,,,,,,,,2024-03-14,114.0,105.0,,
Jaylin Galloway,Bucks,,,,,,,,,,,2024-03-14,114.0,105.0,,
Andre Jackson Jr.,Bucks,,,,,,,,,,,2024-03-14,114.0,105.0,,
Ryan Rollins,Bucks,,,,,,,,,,,2024-03-14,114.0,105.0,,
TyTy Washington Jr.,Bucks,,,,,,,,,,,2024-03-14,114.0,105.0,,
Derrick Jones Jr.,Mavericks,31.85,10.0,1.0,0.0,1.0,0.0,1.0,6.0,0.0,0.667,2024-03-14,119.0,126.0,0.8333333333333334,0.1428571428571428
P.J. Washington,Mavericks,35.516666666666666,6.0,5.0,1.0,0.0,0.0,2.0,11.0,8.0,0.091,2024-03-14,119.0,126.0,0.2066115702479339,0.1210653753026634
Daniel Gafford,Mavericks,25.85,19.0,15.0,1.0,0.0,1.0,2.0,11.0,3.0,0.727,2024-03-14,119.0,126.0,0.7711038961038961,0.1396648044692737
Danté Exum,Mavericks,21.6,7.0,0.0,2.0,0.0,0.0,4.0,8.0,2.0,0.25,2024-03-14,119.0,126.0,0.3941441441441441,0.3105590062111801
Kyrie Irving,Mavericks,38.266666666666666,36.0,4.0,12.0,2.0,0.0,4.0,18.0,8.0,0.667,2024-03-14,119.0,126.0,0.8364312267657993,0.1567398119122257
Josh Green,Mavericks,4.216666666666667,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.5,2024-03-14,119.0,126.0,0.5,0.3333333333333333
Dereck Lively II,Mavericks,14.016666666666667,4.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.667,2024-03-14,119.0,126.0,0.6666666666666666,0.0
Tim Hardaway Jr.,Mavericks,30.83333333333333,23.0,9.0,3.0,1.0,0.0,2.0,13.0,2.0,0.615,2024-03-14,119.0,126.0,0.8285302593659942,0.1259445843828715
Maxi Kleber,Mavericks,20.616666666666667,3.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,0.5,2024-03-14,119.0,126.0,0.5208333333333334,0.0
Jaden Hardy,Mavericks,17.233333333333334,9.0,2.0,5.0,1.0,0.0,3.0,10.0,1.0,0.4,2024-03-14,119.0,126.0,0.4310344827586207,0.2232142857142857
A.J. Lawson,Mavericks,,,,,,,,,,,2024-03-14,119.0,126.0,,
Markieff Morris,Mavericks,,,,,,,,,,,2024-03-14,119.0,126.0,,
Dwight Powell,Mavericks,,,,,,,,,,,2024-03-14,119.0,126.0,,
Luguentz Dort,Thunder,28.316666666666663,12.0,1.0,3.0,1.0,0.0,1.0,9.0,1.0,0.444,2024-03-14,126.0,119.0,0.6355932203389831,0.0957854406130268
Jalen Williams,Thunder,35.233333333333334,27.0,4.0,5.0,1.0,3.0,3.0,21.0,2.0,0.524,2024-03-14,126.0,119.0,0.617001828153565,0.1205787781350482
Chet Holmgren,Thunder,32.11666666666667,11.0,8.0,1.0,1.0,1.0,0.0,6.0,1.0,0.667,2024-03-14,126.0,119.0,0.8540372670807453,0.0
Josh Giddey,Thunder,22.2,18.0,3.0,5.0,1.0,1.0,3.0,14.0,0.0,0.571,2024-03-14,126.0,119.0,0.6428571428571429,0.1764705882352941
Shai Gilgeous-Alexander,Thunder,37.13333333333333,31.0,9.0,5.0,2.0,0.0,1.0,16.0,15.0,0.563,2024-03-14,126.0,119.0,0.6858407079646017,0.0423728813559322
Gordon Hayward,Thunder,21.183333333333334,6.0,1.0,1.0,1.0,0.0,0.0,3.0,4.0,0.333,2024-03-14,126.0,119.0,0.6302521008403361,0.0
Isaiah Joe,Thunder,18.53333333333333,8.0,2.0,2.0,1.0,0.0,1.0,7.0,0.0,0.429,2024-03-14,126.0,119.0,0.5714285714285714,0.125
Kenrich Williams,Thunder,6.916666666666667,5.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.667,2024-03-14,126.0,119.0,0.8333333333333334,0.0
Cason Wallace,Thunder,18.116666666666667,3.0,2.0,3.0,2.0,1.0,2.0,2.0,0.0,0.5,2024-03-14,126.0,119.0,0.75,0.5
Mike Muscala,Thunder,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-14,126.0,119.0,,
Lindy Waters III,Thunder,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-14,126.0,119.0,,
Aaron Wiggins,Thunder,9.8,2.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.5,2024-03-14,126.0,119.0,0.5,0.3333333333333333
Jaylin Williams,Thunder,10.05,3.0,1.0,2.0,0.0,0.0,1.0,3.0,0.0,0.333,2024-03-14,126.0,119.0,0.5,0.25
Bismack Biyombo,Thunder,,,,,,,,,,,2024-03-14,126.0,119.0,,
